isil,previous_name_original,previous_name_normalized
IT-NA0441,Biblioteca dei Padri Vincenziani,Biblioteca dei Padri Vincenziani
IT-NA0443,Biblioteca della LUIMO,Biblioteca della LUIMO
IT-NA0444,AFSOUTH Library,AFSOUTH Library
IT-NA0449,Biblioteca dell'IAM,Biblioteca dell'IAM
IT-NA0449,Biblioteca dell'Istituto per applicazioni della matematica,Biblioteca dell'Istituto per applicazioni della matematica
IT-NA0450,biblioteca dell'IDF,biblioteca dell'IDF
IT-NA0451,Biblioteca dell'ISPAIM,Biblioteca dell'ISPAIM
IT-NA0452,Biblioteca dell'IREM,Biblioteca dell'IREM
IT-NA0452,Biblioteca dell'Istituto di ricerche sull'economia mediterranea,Biblioteca dell'Istituto di ricerche sull'economia mediterranea
IT-NA0452,Biblioteca ISSM  Istituto di Studi sulle Società del Mediterraneo,Biblioteca ISSM Istituto di Studi sulle Società del Mediterraneo
IT-NA0453,BIBLIOTECA ISPF-CNR,BIBLIOTECA ISPF-CNR
IT-NA0454,Biblioteca dell'IM,Biblioteca dell'IM
IT-NA0454,Biblioteca dell'Istituto motori,Biblioteca dell'Istituto motori
IT-NA0455,Biblioteca dell'IMOF,Biblioteca dell'IMOF
IT-NA0456,Biblioteca dell'IABBAM,Biblioteca dell'IABBAM
IT-NA0457,Biblioteca I.R.I.S.S.,Biblioteca I.R.I.S.S.
IT-NA0458,Biblioteca dell'IREA,Biblioteca dell'IREA
IT-NA0459,Biblioteca dell'IBPE,Biblioteca dell'IBPE
IT-NA0460,Biblioteca del Dipartimento di ingegneria chimica Leopoldo Massimilla dell'Università degli studi di Napoli Federico II,Biblioteca del Dipartimento di ingegneria chimica Leopoldo Massimilla dell'Università degli studi di Napoli Federico II
IT-NA0460,Biblioteca dell'Istituto di ricerche sulla combustione del Consiglio nazionale delle ricerche,Biblioteca dell'Istituto di ricerche sulla combustione del Consiglio nazionale delle ricerche
IT-NA0461,Biblioteca dell'ISEMEM,Biblioteca dell'ISEMEM
IT-NA0462,Biblioteca dell'IIGB,Biblioteca dell'IIGB
IT-NA0463,Biblioteca del Centre Jean Bérard de l'Institut français de Naples,Biblioteca del Centre Jean Bérard de l'Institut français de Naples
IT-NA0464,Biblioteca dell'IPIGET,Biblioteca dell'IPIGET
IT-NA0467,BIBLIOTECA SOPRINTENDENZA ARCHEOLOGIA BELLE ARTI E PAESAGGIO PER IL COMUNE DI NAPOLI,BIBLIOTECA SOPRINTENDENZA ARCHEOLOGIA BELLE ARTI E PAESAGGIO PER IL COMUNE DI NAPOLI
IT-NA0469,Biblioteca del CRILSRI,Biblioteca del CRILSRI
IT-NA0470,Biblioteca del Consiglio regionale della Campania,Biblioteca del Consiglio regionale della Campania
IT-NA0476,Biblioteca dell'IRRE. Campania,Biblioteca dell'IRRE. Campania
IT-NA0481,Biblioteca Gerardo Marotta,Biblioteca Gerardo Marotta
IT-NA0484,Biblioteca dell'ISVEIMER,Biblioteca dell'ISVEIMER
IT-NA0488,Biblioteca dell'USIS,Biblioteca dell'USIS
IT-NA0489,Biblioteca del CESIT,Biblioteca del CESIT
IT-NA0493,Biblioteca dell'IRES Campania,Biblioteca dell'IRES Campania
IT-NA0499,Biblioteca della Direzione generale per i beni architettonici ed il paesaggio. Centro di Castel dell'Ovo,Biblioteca della Direzione generale per i beni architettonici ed il paesaggio. Centro di Castel dell'Ovo
IT-NA0500,Biblioteca della Soprintendenza archeologica di Pompei,Biblioteca della Soprintendenza archeologica di Pompei
IT-NA0500,Biblioteca della Soprintendenza speciale per i beni archeologici di Napoli e Pompei,Biblioteca della Soprintendenza speciale per i beni archeologici di Napoli e Pompei
IT-NA0500,"Biblioteca della Soprintentenza Speciale per Pompei, Ercolano e Stabia","Biblioteca della Soprintentenza Speciale per Pompei, Ercolano e Stabia"
IT-NA0519,Biblioteca dipartimento di scienze neurologiche,Biblioteca dipartimento di scienze neurologiche
IT-NA0520,Sezione di malattie infettive,Sezione di malattie infettive
IT-NA0522,Biblioteca del Dipartimento di patologia e sanità animale. Sezione di anatomia patologica e patologia generale dell'Università degli studi di Napoli Federico II,Biblioteca del Dipartimento di patologia e sanità animale. Sezione di anatomia patologica e patologia generale dell'Università degli studi di Napoli Federico II
IT-NA0523,Biblioteca di Castelcapuano Alfredo de Marsico,Biblioteca di Castelcapuano Alfredo de Marsico
IT-NA0523,ENTE BIBLIOTECA DI CASTELCAPUANO ALFREDO DE MARSICO,ENTE BIBLIOTECA DI CASTELCAPUANO ALFREDO DE MARSICO
IT-NA0523,Ente morale Biblioteca di Castel Capuano Alfredo De Marsico,Ente morale Biblioteca di Castel Capuano Alfredo De Marsico
IT-NA0525,BIBLIOTECA DEL CENTRO DI CULTURA ACERRA NOSTRA,BIBLIOTECA DEL CENTRO DI CULTURA ACERRA NOSTRA
IT-NA0527,Biblioteca Parrocchiale SS. Redentore Onlus,Biblioteca Parrocchiale SS. Redentore Onlus
IT-NA0528,Biblioteca del Centro di cultura Quasimodo,Biblioteca del Centro di cultura Quasimodo
IT-NA0531,Biblioteca di Pianura,Biblioteca di Pianura
IT-NA0537,Biblioteca comunale Prof. Aniello Chianese,Biblioteca comunale Prof. Aniello Chianese
IT-NA0539,Biblioteca del Dipartimento di costruzioni e metodi matematici in architettura. Sezione matematica dell'Università degli studi di Napoli Federico II,Biblioteca del Dipartimento di costruzioni e metodi matematici in architettura. Sezione matematica dell'Università degli studi di Napoli Federico II
IT-NA0543,Biblioteca dell'Istituto di teoria e tecnica delle onde elettromagnetiche della Facoltà di scienze nautiche dell'Istituto universitario navale di Napoli,Biblioteca dell'Istituto di teoria e tecnica delle onde elettromagnetiche della Facoltà di scienze nautiche dell'Istituto universitario navale di Napoli
IT-NA0555,Biblioteca del Dipartimento di ingegneria agraria e agronomia del territorio. Sezione di agronomia del territorio dell'Università degli studi di Napoli Federico II,Biblioteca del Dipartimento di ingegneria agraria e agronomia del territorio. Sezione di agronomia del territorio dell'Università degli studi di Napoli Federico II
IT-NA0556,Biblioteca dell'Istituto di clinica odontoiatrica e stomatologia della Facoltà di medicina e chirurgia della Seconda Università degli studi di Napoli,Biblioteca dell'Istituto di clinica odontoiatrica e stomatologia della Facoltà di medicina e chirurgia della Seconda Università degli studi di Napoli
IT-NA0572,Biblioteca del Dipartimento di patologia e sanità animale. Sezione di patologia e profilassi delle malattie infettive dell'Università degli studi di Napoli Federico II,Biblioteca del Dipartimento di patologia e sanità animale. Sezione di patologia e profilassi delle malattie infettive dell'Università degli studi di Napoli Federico II
IT-NA0580,Biblioteca del Santuario,Biblioteca del Santuario
IT-NA0581,Fondazione Biblioteca Benedetto Croce,Fondazione Biblioteca Benedetto Croce
IT-NA0583,Biblioteca comunale S. Pietro a Patierno,Biblioteca comunale S. Pietro a Patierno
IT-NA0584,Biblioteca pubblica comunale di Ponticelli,Biblioteca pubblica comunale di Ponticelli
IT-NA0588,Biblioteca centralizzata S. Andrea delle dame della Facoltà di medicina e chirurgia della Seconda Università degli studi di Napoli,Biblioteca centralizzata S. Andrea delle dame della Facoltà di medicina e chirurgia della Seconda Università degli studi di Napoli
IT-NA0588,Biblioteca dei Dipartimenti di area medica della Seconda Università degli studi di Napoli,Biblioteca dei Dipartimenti di area medica della Seconda Università degli studi di Napoli
IT-NA0590,Biblioteca comunale Villa Letizia,Biblioteca comunale Villa Letizia
IT-NA0592,Biblioteca diocesana,Biblioteca diocesana
IT-NA0594,Biblioteca Mi libro,Biblioteca Mi libro
IT-NA0595,Biblioteca delle Figlie della Carità,Biblioteca delle Figlie della Carità
IT-NA0598,Biblioteca per il Museo Archivio Laboratorio per le arti contemporanee HERMANN NITSCH,Biblioteca per il Museo Archivio Laboratorio per le arti contemporanee HERMANN NITSCH
IT-NA0601,Biblioteca I.P.E. (Istituto per ricerche ed attività educative) - Centro studi Roberto Marrama,Biblioteca I.P.E. (Istituto per ricerche ed attività educative) - Centro studi Roberto Marrama
IT-NA0601,Biblioteca IPE - Centro studi Roberto Marrama,Biblioteca IPE - Centro studi Roberto Marrama
IT-NA0605,Biblioteca Nicola Romeo,Biblioteca Nicola Romeo
IT-NA0608,AMCO - Archivio musicale della Congregazione dell'Oratorio,AMCO - Archivio musicale della Congregazione dell'Oratorio
IT-NA0611,Biblioteca dell' VIII Magistrale,Biblioteca dell' VIII Magistrale
IT-NA0614,Biblioteca Maria Pennetti,Biblioteca Maria Pennetti
IT-NA0616,Biblioteca Concetto Marchesi del Centro culturale La città del sole,Biblioteca Concetto Marchesi del Centro culturale La città del sole
IT-NA0619,Biblioteca del Settore musei e biblioteche della Regione Campania,Biblioteca del Settore musei e biblioteche della Regione Campania
IT-NA0619,Biblioteca della Soprintendenza per i beni librari della Regione Campania,Biblioteca della Soprintendenza per i beni librari della Regione Campania
IT-NA0620,La Bibliotechina,La Bibliotechina
IT-NA0621,Biblioteca dell'ITNC F. Caracciolo,Biblioteca dell'ITNC F. Caracciolo
IT-NA0623,Biblioteca dell'Istituto tecnico per le attività sociali,Biblioteca dell'Istituto tecnico per le attività sociali
IT-NA0624,Biblioteca del I Circolo Didattico Benedetto Croce,Biblioteca del I Circolo Didattico Benedetto Croce
IT-NA0624,Biblioteca dell’Istituto comprensivo Casavatore1 – Benedetto Croce,Biblioteca dell’Istituto comprensivo Casavatore1 – Benedetto Croce
IT-NA0632,Biblioteca dell'IPSAR Lucio Petronio,Biblioteca dell'IPSAR Lucio Petronio
IT-NA0632,Biblioteca dell'Istituto professionale Petronio per i servizi alberghieri e della ristorazione,Biblioteca dell'Istituto professionale Petronio per i servizi alberghieri e della ristorazione
IT-NA0633,Biblioteca della scuola statale secondaria di I grado Edoardo De Filippo,Biblioteca della scuola statale secondaria di I grado Edoardo De Filippo
IT-NA0641,Biblioteca S. Giacomo della Marca,Biblioteca S. Giacomo della Marca
IT-NA0643,Biblioteca del 86° circolo didattico M. Troisi,Biblioteca del 86° circolo didattico M. Troisi
IT-NA0646,Biblioteca del Museo del Mare,Biblioteca del Museo del Mare
IT-NA0648,Biblioteca Fondazione Banco di Napoli per l'assistenza all'infanzia,Biblioteca Fondazione Banco di Napoli per l'assistenza all'infanzia
IT-NA0648,Biblioteca Fondazione Campania Welfare A.S.P.,Biblioteca Fondazione Campania Welfare A.S.P.
IT-NA0649,Biblioteca del Palazzo delle Arti Napoli,Biblioteca del Palazzo delle Arti Napoli
IT-NA0649,Biblioteca del PAN,Biblioteca del PAN
IT-NA0650,CSTN,CSTN
IT-NA0651,Biblioteca dell'Istituto Nazionale di Geofisica e Vulcanologia - INGV - Osservatorio Vesuviano,Biblioteca dell'Istituto Nazionale di Geofisica e Vulcanologia - INGV - Osservatorio Vesuviano
IT-NA0652,Biblioteca scolastica,Biblioteca scolastica
IT-NA0656,Biblioteca del Museo delle Arti Sanitarie Gennaro Rispoli,Biblioteca del Museo delle Arti Sanitarie Gennaro Rispoli
IT-NA0656,Biblioteca della Fondazione Gennaro Rispoli,Biblioteca della Fondazione Gennaro Rispoli
IT-NA0659,Biblioteca comunale,Biblioteca comunale
IT-NA0660,"Biblioteca di economia, statistica e scienze sociali Paolo Conca","Biblioteca di economia, statistica e scienze sociali Paolo Conca"
IT-NA0660,Biblioteca di Scienze economiche e sociali Paolo Conca,Biblioteca di Scienze economiche e sociali Paolo Conca
IT-NA0663,Biblioteca dell'Associazione Amici degli Archivi onlus,Biblioteca dell'Associazione Amici degli Archivi onlus
IT-NA0667,Biblioteca dell' iise,Biblioteca dell' iise
IT-NA0669,Biblioteca Comunale,Biblioteca Comunale
IT-NA0689,Biblioteca comunale STRIANO,Biblioteca comunale STRIANO
IT-NA0693,Biblioteca della Comunità Ebraica di Napoli,Biblioteca della Comunità Ebraica di Napoli
IT-NA0696,Biblioteca storica,Biblioteca storica
IT-NA0700,Biblioteca del Liceo scientifico Alfonso Maria de' Liguori,Biblioteca del Liceo scientifico Alfonso Maria de' Liguori
IT-NA0702,Biblioteca popolare Enrico Toti,Biblioteca popolare Enrico Toti
IT-NA0704,Biblioteca del Dipartimento di Filosofia e Politica,Biblioteca del Dipartimento di Filosofia e Politica
IT-NA0704,Biblioteca del Dipartimento di Scienze Sociali,Biblioteca del Dipartimento di Scienze Sociali
IT-NA0704,"Biblioteca del Dipartimento di Studi Americani, Culturali e Linguistici","Biblioteca del Dipartimento di Studi Americani, Culturali e Linguistici"
IT-NA0705,Biblioteca del Dipartimento del Mondo Classico e del Mediterraneo Antico,Biblioteca del Dipartimento del Mondo Classico e del Mediterraneo Antico
IT-NA0705,Biblioteca del Dipartimento di Studi Asiatici Maurizio Taddei,Biblioteca del Dipartimento di Studi Asiatici Maurizio Taddei
IT-NA0705,Biblioteca del Dipartimento di Studi e Ricerche su Africa e Paesi Arabi,Biblioteca del Dipartimento di Studi e Ricerche su Africa e Paesi Arabi
IT-NA0706,Biblioteca del Dipartimento di Studi Comparati,Biblioteca del Dipartimento di Studi Comparati
IT-NA0706,Biblioteca del Dipartimento di Studi dell’Europa orientale,Biblioteca del Dipartimento di Studi dell’Europa orientale
IT-NA0706,Biblioteca del Dipartimento di Studi Letterari e Linguistici dell’Occidente,Biblioteca del Dipartimento di Studi Letterari e Linguistici dell’Occidente
IT-NA0706,Biblioteca Europa,Biblioteca Europa
IT-NA0742,Biblioteca Nicola Zingarelli,Biblioteca Nicola Zingarelli
IT-NA0768,Biblioteca a porte aperte Annalisa Durante,Biblioteca a porte aperte Annalisa Durante
IT-NA0773,Biblioteca popolare dell'Unione Magistrale Nazionale,Biblioteca popolare dell'Unione Magistrale Nazionale
IT-NA0775,Biblioteca storica dell'Istituto Tecnico Statale per Geometri Giambattista Della Porta,Biblioteca storica dell'Istituto Tecnico Statale per Geometri Giambattista Della Porta
IT-NA0777,Biblioteca della Deputazione della Cappella del Tesoro di San Gennaro,Biblioteca della Deputazione della Cappella del Tesoro di San Gennaro
IT-NA0779,Biblioteca dell'Istituto Nazionale di Studi sul Rinascimento Meridionale,Biblioteca dell'Istituto Nazionale di Studi sul Rinascimento Meridionale
IT-NA0785,Biblioteca dell'Associazione di promozione sociale Innuendo,Biblioteca dell'Associazione di promozione sociale Innuendo
IT-NA0794,Biblioteca Isis Quarto,Biblioteca Isis Quarto
IT-NA0796,Centro Documentazione Officine Gomitoli,Centro Documentazione Officine Gomitoli
IT-NA0802,Sezione bibliografica del MUSA,Sezione bibliografica del MUSA
IT-NA0809,Accademia  Vesuviana di Tradizioni Etnostoriche,Accademia Vesuviana di Tradizioni Etnostoriche
IT-NA0811,Bibliotecalannia,Bibliotecalannia
IT-NA0820,Biblioteca dell'Accademia nazionale di Scherma - Ente Morale,Biblioteca dell'Accademia nazionale di Scherma - Ente Morale
IT-NA0820,Biblioteca dell'Accademia nazionale di Scherma-ENTE MORALE,Biblioteca dell'Accademia nazionale di Scherma-ENTE MORALE
IT-NA0836,Biblioteca del Cinema e delle Arti del Mezzogiorno Antonio De Curtis in arte TotÃ²,Biblioteca del Cinema e delle Arti del Mezzogiorno Antonio De Curtis in arte TotÃ²
IT-NA0868,Opera dei fanciulli usciti dagli Asili di Napoli - Biblioteca,Opera dei fanciulli usciti dagli Asili di Napoli - Biblioteca
IT-NO0012,Biblioteca civica,Biblioteca civica
IT-NO0017,Biblioteca civica,Biblioteca civica
IT-NO0022,Biblioteca comunale,Biblioteca comunale
IT-NO0024,Biblioteca comunale Aldo Marchini,Biblioteca comunale Aldo Marchini
