isil,sbn_code,acnp_code,cei_code,cmbs_code,rism_code,census_year,updated_date,name_original,name_normalized,address_original,address_normalized,hamlet,postal_code,municipality_name,istat_code,province_name,province_istat_code,province_abbrev,region,latitude_original,longitude_original,restricted_access,disabled_access,administrative_type,functional_type,owning_entity,source_status,latitude,longitude,coordinate_quality_flag
IT-PV0014,PAV33,,,,,2023,2025-11-26,Biblioteca comunale Pietro Maggi,Biblioteca comunale Pietro Maggi,Piazza Eugenio Bergamasco 5,Piazza Eugenio Bergamasco 5,,27031,Candia Lomellina,018027,Pavia,018,PV,LOMBARDIA,45.1755098,8.5951685,False,Accessibile,Comune,Pubblica,Comune di Candia Lomellina,,45.1755098,8.5951685,valid_world_range
IT-PV0015,PAV57,,,,,2023,2025-11-26,"Biblioteca comunale ""Bassani Franco""","Biblioteca comunale ""Bassani Franco""","via Roma, 17","via Roma, 17",,27044,Canneto Pavese,018029,Pavia,018,PV,LOMBARDIA,45.0518519,9.281543899999999,False,Non accessibile,Comune,Pubblica,Comune di Canneto Pavese,,45.0518519,9.281543899999999,valid_world_range
IT-PV0016,PAV58,,,,,2023,2023-12-22,Biblioteca comunale,Biblioteca comunale,Viale Libertà 10,Viale Libertà 10,,00010,Casatisma,018032,Pavia,018,PV,LOMBARDIA,45.047998,9.1289826,False,Non accessibile,Comune,Pubblica,Comune di Casatisma,Temporaneamente chiusa,45.047998,9.1289826,valid_world_range
IT-PV0017,PAV59,,,,,2023,2025-11-26,"Biblioteca comunale ""Roberto Gatti""","Biblioteca comunale ""Roberto Gatti""",Piazza Unità D'Italia 2 biblioteca comunale,Piazza Unità D'Italia 2 biblioteca comunale,,27050,Casei Gerola,018033,Pavia,018,PV,LOMBARDIA,45.0063205,8.9268404,False,Non accessibile,Comune,Pubblica,Comune di Casei Gerola,,45.0063205,8.9268404,valid_world_range
IT-PV0019,PAV34,,,,,2023,2025-11-26,Biblioteca comunale Anna Del Bo Boffino,Biblioteca comunale Anna Del Bo Boffino,"via Oberdan, 3","via Oberdan, 3",,27023,Cassolnovo,018035,Pavia,018,PV,LOMBARDIA,45.3656215,8.8090513,False,Accessibile,Comune,Pubblica,Comune di Cassolnovo,,45.3656215,8.8090513,valid_world_range
IT-PV0020,PAV60,,,,,2023,2025-11-26,Biblioteca comunale Pelizza Marangoni,Biblioteca comunale Pelizza Marangoni,"Via Circonvallazione Cantù, 62","Via Circonvallazione Cantù, 62",,27045,Casteggio,018037,Pavia,018,PV,LOMBARDIA,45.0102015,9.1263475,False,Accessibile,Comune,Pubblica,Comune di Casteggio,,45.0102015,9.1263475,valid_world_range
IT-PV0021,PAV78,,,,,2023,2023-12-22,Biblioteca comunale,Biblioteca comunale,Piazza Municipio 5,Piazza Municipio 5,,27040,Castelletto di Branduzzo,018038,Pavia,018,PV,LOMBARDIA,45.07087,9.0985,False,Accessibile,Comune,Pubblica,Comune di Castelletto di Branduzzo,,45.07087,9.0985,valid_world_range
IT-PV0022,PAV08,,,,,2023,2023-12-22,"Biblioteca comunale ""C. Collodi""","Biblioteca comunale ""C. Collodi""",Piazza Vittorio Emanuele II 7,Piazza Vittorio Emanuele II 7,,27051,Cava Manara,018041,Pavia,018,PV,LOMBARDIA,45.140513,9.110349,False,Non accessibile,Comune,Pubblica,Comune di Cava Manara,,45.140513,9.110349,valid_world_range
IT-PV0023,PAV10,,,,,2023,2023-12-22,Biblioteca comunale Peppe Ubicini,Biblioteca comunale Peppe Ubicini,Piazza del Municipio 1,Piazza del Municipio 1,,27010,Ceranova,018043,Pavia,018,PV,LOMBARDIA,45.2590543,9.2386352,False,Parzialmente accessibile,Comune,Pubblica,Comune di Ceranova,,45.2590543,9.2386352,valid_world_range
IT-PV0025,PAV61,,,,,2023,2025-11-26,Biblioteca comunale Severino Grattoni,Biblioteca comunale Severino Grattoni,Via Umberto I,Via Umberto I,,27050,Cervesina,018047,Pavia,018,PV,LOMBARDIA,45.0630931,9.0146132,False,,Comune,Pubblica,Comune di Cervesina,,45.0630931,9.0146132,valid_world_range
IT-PV0027,PAV12,,,,,2023,2023-12-22,Biblioteca comunale Lelia Montagna,Biblioteca comunale Lelia Montagna,Via G. Marconi 8,Via G. Marconi 8,,27013,Chignolo Po,018048,Pavia,018,PV,LOMBARDIA,45.179018,9.4979498,False,Non accessibile,Comune,Pubblica,Comune di Chignolo Po,,45.179018,9.4979498,valid_world_range
IT-PV0028,PAV62,,,,,2023,2023-12-22,Biblioteca comunale,Biblioteca comunale,Piazza d'Europa Unita 1,Piazza d'Europa Unita 1,Località Valle Cima,27040,Cigognola,018049,Pavia,018,PV,LOMBARDIA,45.0054463,9.1994686,False,Accessibile,Comune,Pubblica,Comune di Cigognola,,45.0054463,9.1994686,valid_world_range
IT-PV0029,PAV35,,,,,2023,2026-02-13,Biblioteca comunale Roberto Rampi,Biblioteca comunale Roberto Rampi,"piazza Giuseppe Garibaldi, 26","piazza Giuseppe Garibaldi, 26",,27024,Cilavegna,018050,Pavia,018,PV,LOMBARDIA,45.3098203,8.7422705,False,Accessibile,Comune,Pubblica,Comune di Cilavegna,,45.3098203,8.7422705,valid_world_range
IT-PV0030,PAV63,,,,,2019,2021-04-13,Biblioteca comunale,Biblioteca comunale,via Roma 30,via Roma 30,,27050,Codevilla,018051,Pavia,018,PV,LOMBARDIA,44.9649895,9.0598218,False,Accessibile,Comune,Pubblica,Comune di Codevilla,,44.9649895,9.0598218,valid_world_range
IT-PV0031,PAV13,,,,,2023,2025-11-26,Biblioteca comunale di Copiano,Biblioteca comunale di Copiano,Piazza Municipio 1,Piazza Municipio 1,,27010,Copiano,018053,Pavia,018,PV,LOMBARDIA,45.1952682,9.3219015,False,Accessibile,Comune,Pubblica,Comune di Copiano,,45.1952682,9.3219015,valid_world_range
IT-PV0033,,,,,,2023,2023-12-22,BIBLIOTECA COMUNALE TRE FIUMI,BIBLIOTECA COMUNALE TRE FIUMI,Via G. Garibaldi 6,Via G. Garibaldi 6,,27056,Cornale e Bastida,018191,Pavia,018,PV,LOMBARDIA,45.0429405,8.9109421,False,Accessibile,Comune,Pubblica,Comune di Cornale,,45.0429405,8.9109421,valid_world_range
IT-PV0034,PAV14,,,,,2023,2025-11-26,Biblioteca comunale Mario Bernazzani,Biblioteca comunale Mario Bernazzani,"via Giuseppe Garibaldi, 17","via Giuseppe Garibaldi, 17",,27014,Corteolona e Genzone,018192,Pavia,018,PV,LOMBARDIA,45.1565537,9.3681849,False,Accessibile,Comune,Pubblica,Comune di Corteolona,,45.1565537,9.3681849,valid_world_range
IT-PV0038,PAV90,,,,,2023,2025-10-15,"Biblioteca comunale ""Dino Laboranti""","Biblioteca comunale ""Dino Laboranti""",Via delle Gallie di Lomellina 2,Via delle Gallie di Lomellina 2,,27020,Dorno,018061,Pavia,018,PV,LOMBARDIA,45.1490251,8.6661246,False,Non accessibile,Comune,Pubblica,Comune di Dorno,,45.1490251,8.6661246,valid_world_range
IT-PV0039,PAV36,,,,,2023,2025-11-26,Biblioteca comunale,Biblioteca comunale,"via Roma, 10 - Palazzo Strada","via Roma, 10 - Palazzo Strada",,27032,Ferrera Erbognone,018062,Pavia,018,PV,LOMBARDIA,45.1135322,8.8628193,False,Parzialmente accessibile,Comune,Pubblica,Comune di Ferrera Erbognone,,45.1135322,8.8628193,valid_world_range
IT-PV0041,PAV37,,,,,2023,2025-11-26,Biblioteca comunale Carlo Porta,Biblioteca comunale Carlo Porta,Via  Annaratone  29,Via Annaratone 29,,27030,Frascarolo,018065,Pavia,018,PV,LOMBARDIA,45.0454537,8.6826799,False,Parzialmente accessibile,Comune,Pubblica,Comune di Frascarolo,,45.0454537,8.6826799,valid_world_range
IT-PV0042,PAV38,,,,,,2025-11-26,Biblioteca comunale Gemma Biroli,Biblioteca comunale Gemma Biroli,Piazza Castello s.n.c.,Piazza Castello s.n.c.,,27025,Gambolò,018068,Pavia,018,PV,LOMBARDIA,45.2565564,8.8590214,False,,Comune,Pubblica,Comune di Gambolò,,45.2565564,8.8590214,valid_world_range
IT-PV0044,PAV16,,,,,2023,2023-12-22,Biblioteca comunale Giovanni Arrigoni,Biblioteca comunale Giovanni Arrigoni,Piazza Umberto I 27,Piazza Umberto I 27,,27010,Gerenzago,018071,Pavia,018,PV,LOMBARDIA,45.2062954,9.3616489,False,Non accessibile,Comune,Pubblica,Comune di Gerenzago,,45.2062954,9.3616489,valid_world_range
IT-PV0045,PAV17,,,,,2023,2025-11-26,Biblioteca comunale 'Lino Martin',Biblioteca comunale 'Lino Martin',Via Papa Giovanni  XXIII 21,Via Papa Giovanni XXIII 21,,27010,Giussago,018072,Pavia,018,PV,LOMBARDIA,45.2818642,9.1377926,False,Accessibile,Comune,Pubblica,Comune di Giussago,,45.2818642,9.1377926,valid_world_range
IT-PV0046,PAV95,,,,,2023,2025-11-26,Biblioteca comunale di Godiasco-Salice Terme Rino Scupelli,Biblioteca comunale di Godiasco-Salice Terme Rino Scupelli,Via Damiano Chiesa,Via Damiano Chiesa,,27052,Godiasco Salice Terme,018073,Pavia,018,PV,LOMBARDIA,44.9173870304555,9.0255930214264,False,Accessibile,Comune,Pubblica,Comune di Godiasco- Salice Terme,,44.9173870304555,9.0255930214264,valid_world_range
IT-PV0049,PAV40,,,,,2023,2025-11-26,Biblioteca comunale Carlo Cantoni,Biblioteca comunale Carlo Cantoni,"via Cairoli, 25","via Cairoli, 25",,27027,Gropello Cairoli,018076,Pavia,018,PV,LOMBARDIA,45.177968,8.992096,False,Parzialmente accessibile,Comune,Pubblica,Comune di Gropello Cairoli,,45.177968,8.992096,valid_world_range
IT-PV0050,PAV79,,,,,2023,2023-12-22,Biblioteca comunale,Biblioteca comunale,Piazzale Cavalieri di Malta 4,Piazzale Cavalieri di Malta 4,,27010,Inverno e Monteleone,018077,Pavia,018,PV,LOMBARDIA,45.198329,9.3848088,False,Parzialmente accessibile,Comune,Pubblica,Comune di Inverno e Monteleone,,45.198329,9.3848088,valid_world_range
IT-PV0051,PAV18,,,,,2023,2025-11-26,"Biblioteca comunale Margherita Hack ""Signora delle stelle""","Biblioteca comunale Margherita Hack ""Signora delle stelle""",VIA VERDI N. 8,VIA VERDI N. 8,,27015,Landriano,018078,Pavia,018,PV,LOMBARDIA,45.3120686,9.2585144,False,Non accessibile,Comune,Pubblica,Comune di Landriano,,45.3120686,9.2585144,valid_world_range
IT-PV0052,PAV19,,,,,,2021-03-22,Biblioteca comunale,Biblioteca comunale,"via Vittorio Emanuele II, 5","via Vittorio Emanuele II, 5",,27016,Lardirago,018080,Pavia,018,PV,LOMBARDIA,45.2354864,9.2343995,False,,Comune,Pubblica,Comune di Lardirago,,45.2354864,9.2343995,valid_world_range
IT-PV0053,,,,,,2018,2020-01-16,Biblioteca comunale,Biblioteca comunale,via Roma   ,via Roma,,,Linarolo,018081,Pavia,018,PV,LOMBARDIA,45.15879,9.2706288,False,,Comune,Pubblica,Comune di Linarolo,Biblioteca non più esistente,45.15879,9.2706288,valid_world_range
IT-PV0054,PAV41,,,,,2023,2025-11-26,Biblioteca comunale Opicino De Canistris,Biblioteca comunale Opicino De Canistris,"via Carducci, 3/B","via Carducci, 3/B",,27034,Lomello,018083,Pavia,018,PV,LOMBARDIA,45.1220114,8.7957543,False,Accessibile,Comune,Pubblica,Comune di Lomello,,45.1220114,8.7957543,valid_world_range
IT-PV0055,PAV64,,,,,2023,2025-11-26,Biblioteca comunale Carlo Vittadini,Biblioteca comunale Carlo Vittadini,piazza Cap. Albini,piazza Cap. Albini,,27053,Lungavilla,018084,Pavia,018,PV,LOMBARDIA,45.0362809,9.0865119,False,Non accessibile,Comune,Pubblica,Comune di Lungavilla,,45.0362809,9.0865119,valid_world_range
IT-PV0058,PAV42,,,,,2023,2025-11-26,Biblioteca comunale Giuseppe Masinari,Biblioteca comunale Giuseppe Masinari,"piazza Repubblica, 39","piazza Repubblica, 39",,27035,Mede,018088,Pavia,018,PV,LOMBARDIA,45.1210847,8.793615,False,Accessibile,Comune,Pubblica,Comune di Mede,,45.1210847,8.793615,valid_world_range
IT-PV0059,,,,,,2018,2020-01-16,Biblioteca Amisaniana del Centro culturale Giuseppe Amisani,Biblioteca Amisaniana del Centro culturale Giuseppe Amisani,via R. Cassolo     2,via R. Cassolo 2,,,Mede,018088,Pavia,018,PV,LOMBARDIA,45.1005184,8.7345239,False,,"Accademie, associazioni, fondazioni, istituti (pubblici)",Pubblica,Centro culturale Giuseppe Amisani,Biblioteca non più esistente,45.1005184,8.7345239,valid_world_range
IT-PV0060,,,,,,2018,2020-01-16,Biblioteca comunale,Biblioteca comunale,piazza Valentich     2,piazza Valentich 2,,,Mezzana Rabattone,018091,Pavia,018,PV,LOMBARDIA,45.0953775,9.0313724,False,,Comune,Pubblica,Comune di Mezzana Rabattone,Biblioteca non più esistente,45.0953775,9.0313724,valid_world_range
IT-PV0061,PAV65,,,,,2023,2025-11-26,Biblioteca comunale di Mezzanino A. M. Milanesi,Biblioteca comunale di Mezzanino A. M. Milanesi,"Via Marconi, 6","Via Marconi, 6",,27040,Mezzanino,018092,Pavia,018,PV,LOMBARDIA,45.1254984,9.206052099999999,False,Accessibile,Comune,Pubblica,Comune di Mezzanino,,45.1254984,9.206052099999999,valid_world_range
IT-PV0063,,,,,,2021,2022-02-07,Biblioteca comunale,Biblioteca comunale,Via Roma 17,Via Roma 17,,27010,Monticelli Pavese,018099,Pavia,018,PV,LOMBARDIA,45.1110993,9.5149129,False,,Comune,Pubblica,Comune di Monticelli Pavese,Biblioteca non più esistente,45.1110993,9.5149129,valid_world_range
IT-PV0064,,,,,,2023,2023-12-22,Biblioteca comunale Mariuccia Vecchi,Biblioteca comunale Mariuccia Vecchi,Piazzale Europa 1,Piazzale Europa 1,,27040,Montù Beccaria,018100,Pavia,018,PV,LOMBARDIA,45.0405234,9.3149927,False,Accessibile,Comune,Pubblica,Comune di Montu' Beccaria,,45.0405234,9.3149927,valid_world_range
IT-PV0066,,,,,,2023,2023-12-22,Biblioteca comunale,Biblioteca comunale,Piazza Libertà 1,Piazza Libertà 1,,27040,Mornico Losana,018101,Pavia,018,PV,LOMBARDIA,45.0100646,9.206052,False,Parzialmente accessibile,Comune,Pubblica,Comune di Mornico Losana,,45.0100646,9.206052,valid_world_range
IT-PV0067,,,,,,2023,2023-12-22,Biblioteca comunale Roger Biraghi,Biblioteca comunale Roger Biraghi,Piazza Italia 33,Piazza Italia 33,,27030,Ottobiano,018106,Pavia,018,PV,LOMBARDIA,45.1529279,8.8300422,False,Parzialmente accessibile,Comune,Pubblica,Comune di Ottobiano,,45.1529279,8.8300422,valid_world_range
IT-PV0069,,,,,,,2019-12-12,Biblioteca delle Scienze. Sezione di Chimica dell'Università di Pavia,Biblioteca delle Scienze. Sezione di Chimica dell'Università di Pavia,Via Taramelli 12,Via Taramelli 12,,27100,Pavia,018110,Pavia,018,PV,LOMBARDIA,45.1969479,9.1447149,False,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Pavia,Biblioteca confluita in IT-PV0370,45.1969479,9.1447149,valid_world_range
IT-PV0070,,,,,,,2018-10-23,Centro studi sull'Unione europea dell'Università di Pavia,Centro studi sull'Unione europea dell'Università di Pavia,Piazza del Lino 2,Piazza del Lino 2,,27100,Pavia,018110,Pavia,018,PV,LOMBARDIA,45.1846467,9.156012,False,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Pavia,Biblioteca non più esistente,45.1846467,9.156012,valid_world_range
IT-PV0071,PAV01,PV011,,,I-PAVcb,2023,2025-11-26,Biblioteca civica Carlo Bonetta,Biblioteca civica Carlo Bonetta,"piazza Francesco Petrarca, 2","piazza Francesco Petrarca, 2",,27100,Pavia,018110,Pavia,018,PV,LOMBARDIA,45.1880787,9.1541061,False,Parzialmente accessibile,Comune,Pubblica,Comune di Pavia,,45.1880787,9.1541061,valid_world_range
IT-PV0072,,,,,,,2019-12-12,Biblioteca del Dipartimento di Biologia animale dell'Università di Pavia,Biblioteca del Dipartimento di Biologia animale dell'Università di Pavia,Piazza Botta 9/10,Piazza Botta 9/10,,27100,Pavia,018110,Pavia,018,PV,LOMBARDIA,45.1880043,9.1507852,False,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Pavia,Biblioteca confluita in IT-PV0369,45.1880043,9.1507852,valid_world_range
IT-PV0073,PAVC1,,,,,2023,2023-12-22,Biblioteca del Collegio Borromeo,Biblioteca del Collegio Borromeo,Piazza Borromeo 9,Piazza Borromeo 9,,27100,Pavia,018110,Pavia,018,PV,LOMBARDIA,45.1801881,9.1605031,False,Parzialmente accessibile,Enti ecclesiastici,Specializzata,Almo Collegio Borromeo,,45.1801881,9.1605031,valid_world_range
IT-PV0074,PAVR1,,CEI408B00001,,,,2025-12-02,Biblioteca del Seminario Vescovile di Pavia,Biblioteca del Seminario Vescovile di Pavia,Via Jacopo Menocchio 26,Via Jacopo Menocchio 26,,27100,Pavia,018110,Pavia,018,PV,LOMBARDIA,45.1857392,9.1496794,False,Accessibile,Enti ecclesiastici,Importante non specializzata,Seminario vescovile di Pavia,,45.1857392,9.1496794,valid_world_range
IT-PV0075,,,,,,,,Biblioteca del Laboratorio chimico provinciale,Biblioteca del Laboratorio chimico provinciale,Via N. Bixio,Via N. Bixio,,27100,Pavia,018110,Pavia,018,PV,LOMBARDIA,45.1894451,9.1709073,,,NON SPECIFICATA,NON SPECIFICATA,,Biblioteca non più esistente,45.1894451,9.1709073,valid_world_range
IT-PV0076,,,,,,,2015-10-01,Biblioteca delle Scienze. Sezione di Farmacia dell'Università di Pavia,Biblioteca delle Scienze. Sezione di Farmacia dell'Università di Pavia,Viale Taramelli 10,Viale Taramelli 10,,27100,Pavia,018110,Pavia,018,PV,LOMBARDIA,45.1966003,9.1448815,True,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Pavia,Biblioteca confluita in IT-PV0370,45.1966003,9.1448815,valid_world_range
IT-PV0077,,,,,,,,Biblioteca del Collegio universitario Plinio Fraccaro,Biblioteca del Collegio universitario Plinio Fraccaro,Piazza Leonardo da Vinci 2,Piazza Leonardo da Vinci 2,,27100,Pavia,018110,Pavia,018,PV,LOMBARDIA,45.1864964,9.1580494,True,,Aziende ed amministrazioni dello stato ad ordinamento autonomo,Specializzata,Collegio universitario Plinio Fraccaro,Biblioteca non censita,45.1864964,9.1580494,valid_world_range
IT-PV0078,,,,,,,,Biblioteca del Collegio Castiglioni,Biblioteca del Collegio Castiglioni,Via S. Martino 20,Via S. Martino 20,,27100,Pavia,018110,Pavia,018,PV,LOMBARDIA,45.18713,9.1609841,True,,Aziende ed amministrazioni dello stato ad ordinamento autonomo,Pubblica,Collegio Castiglioni,,45.18713,9.1609841,valid_world_range
IT-PV0079,PAVC2,,,,,2021,2022-02-07,Biblioteca del Collegio Ghislieri,Biblioteca del Collegio Ghislieri,Piazza Ghislieri 5,Piazza Ghislieri 5,,27100,Pavia,018110,Pavia,018,PV,LOMBARDIA,45.1865346,9.1618546,False,Parzialmente accessibile,Aziende ed amministrazioni dello stato ad ordinamento autonomo,Di conservazione,Collegio Ghislieri,,45.1865346,9.1618546,valid_world_range
IT-PV0080,,,,,,,2008-10-27,Biblioteca del Dipartimento di filosofia. Sezione di teoria dell'educazione e della personalità dell'Università degli studi di Pavia,Biblioteca del Dipartimento di filosofia. Sezione di teoria dell'educazione e della personalità dell'Università degli studi di Pavia,,,,,Pavia,018110,Pavia,018,PV,LOMBARDIA,45.1858877,9.1565627,,,Universita' statali,NON SPECIFICATA,Università degli studi di Pavia. Dipartimento di filosofia,Biblioteca non più esistente,45.1858877,9.1565627,valid_world_range
IT-PV0081,,,,,,,2025-01-28,Biblioteca unificata di Area medica A. Ferrata. Sezione di farmacologia dell'Università degli studi di Pavia,Biblioteca unificata di Area medica A. Ferrata. Sezione di farmacologia dell'Università degli studi di Pavia,Piazza Botta 11,Piazza Botta 11,,27100,Pavia,018110,Pavia,018,PV,LOMBARDIA,45.1873882,9.1503642,False,,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Pavia,Biblioteca confluita in IT-PV0265,45.1873882,9.1503642,valid_world_range
IT-PV0082,,,,,,,2008-10-27,Biblioteca dell'Istituto di economia politica della Facoltà di giurisprudenza dell'Università degli studi di Pavia,Biblioteca dell'Istituto di economia politica della Facoltà di giurisprudenza dell'Università degli studi di Pavia,,,,,Pavia,018110,Pavia,018,PV,LOMBARDIA,45.1858877,9.1565627,,,NON SPECIFICATA,NON SPECIFICATA,Università degli studi di Pavia. Facoltà di giurisprudenza,Biblioteca non più esistente,45.1858877,9.1565627,valid_world_range
IT-PV0084,,,,,,,2024-08-26,"Biblioteca del Dipartimento di diritto romano, storia e filosofia del diritto dell'Università degli studi di Pavia","Biblioteca del Dipartimento di diritto romano, storia e filosofia del diritto dell'Università degli studi di Pavia",Via Strada nuova 65,Via Strada nuova 65,,27100,Pavia,018110,Pavia,018,PV,LOMBARDIA,45.186513,9.155929,,,NON SPECIFICATA,NON SPECIFICATA,Università degli studi di Pavia,Biblioteca confluita in IT-PV0295,45.186513,9.155929,valid_world_range
IT-PV0085,,,,,,,,Biblioteca del Dipartimento di studi giuridici. Sezione di diritto pubblico Giandomenico Romagnosi dell'Università degli studi di Pavia,Biblioteca del Dipartimento di studi giuridici. Sezione di diritto pubblico Giandomenico Romagnosi dell'Università degli studi di Pavia,Strada Nuova 65,Strada Nuova 65,,27100,Pavia,018110,Pavia,018,PV,LOMBARDIA,45.186513,9.155929,,,NON SPECIFICATA,NON SPECIFICATA,Università degli studi di Pavia,Biblioteca non più esistente,45.186513,9.155929,valid_world_range
IT-PV0086,,,,,,,,Biblioteca del Dipartimento di studi giuridici. Sezioni di diritto privato e di diritto processuale civile dell'Università degli studi di Pavia,Biblioteca del Dipartimento di studi giuridici. Sezioni di diritto privato e di diritto processuale civile dell'Università degli studi di Pavia,Via Strada Nuova 65,Via Strada Nuova 65,,27100,Pavia,018110,Pavia,018,PV,LOMBARDIA,45.186513,9.155929,,,NON SPECIFICATA,NON SPECIFICATA,Università degli studi di Pavia,Biblioteca non più esistente,45.186513,9.155929,valid_world_range
IT-PV0087,,,,,,,,Biblioteca del Dipartimento di diritto e procedura penale Cesare Beccaria dell'Università degli studi di Pavia,Biblioteca del Dipartimento di diritto e procedura penale Cesare Beccaria dell'Università degli studi di Pavia,Strada Nuova 65,Strada Nuova 65,,27100,Pavia,018110,Pavia,018,PV,LOMBARDIA,45.186513,9.155929,,,NON SPECIFICATA,NON SPECIFICATA,Università degli studi di Pavia,Biblioteca non più esistente,45.186513,9.155929,valid_world_range
